outcome,predictor,coef,se,p,n,r2,controls,fixed_effects,weighted,t
scope12_firm_reported,rating,0.008985367000077365,0.0024517719900522188,0.00024748736440506787,1886,0.05688351009095283,"sector, country | firm-reported figure","sector, country",logit,
scope12_firm_reported,ln_mcap,-0.222291339904282,0.06235064658137291,0.00036360518413183275,1886,0.05688351009095283,"sector, country | firm-reported figure","sector, country",logit,
scope12_firm_reported,ln_assets,0.16654203864625491,0.05963953093931297,0.005230613121718919,1886,0.05688351009095283,"sector, country | firm-reported figure","sector, country",logit,
scope12_firm_reported,roa,0.710400016477659,0.4479920943946745,0.11279777822132318,1886,0.05688351009095283,"sector, country | firm-reported figure","sector, country",logit,
scope12_firm_reported,leverage,0.4176267927370924,0.2942955932677771,0.1558778709994067,1886,0.05688351009095283,"sector, country | firm-reported figure","sector, country",logit,
scope12_firm_reported,firm_age,1.2157207751451949e-05,0.0016262623821322567,0.994035428643832,1886,0.05688351009095283,"sector, country | firm-reported figure","sector, country",logit,
scope12_firm_reported,free_float,0.00020609520521964108,0.002082484468687156,0.9211652475789167,1886,0.05688351009095283,"sector, country | firm-reported figure","sector, country",logit,
scope12_reported_strict,rating,0.027772952268077293,0.003824467101794147,3.8165004079134683e-13,1044,0.23724755567242195,"sector, country | firm-reported figure","sector, country",logit,
scope12_reported_strict,ln_mcap,-0.010537521130984174,0.09814615099423082,0.9144989379478691,1044,0.23724755567242195,"sector, country | firm-reported figure","sector, country",logit,
scope12_reported_strict,ln_assets,0.26404559066009675,0.09035056497929322,0.0034728219244262565,1044,0.23724755567242195,"sector, country | firm-reported figure","sector, country",logit,
scope12_reported_strict,roa,0.9140698645591971,0.6237132366094421,0.1427766337251555,1044,0.23724755567242195,"sector, country | firm-reported figure","sector, country",logit,
scope12_reported_strict,leverage,0.9479037089610105,0.4720886202670063,0.04465460174792269,1044,0.23724755567242195,"sector, country | firm-reported figure","sector, country",logit,
scope12_reported_strict,firm_age,0.0003982566867085579,0.002495693193965375,0.8732138391810511,1044,0.23724755567242195,"sector, country | firm-reported figure","sector, country",logit,
scope12_reported_strict,free_float,-0.000793442722865635,0.0031941313998418166,0.8038199723998509,1044,0.23724755567242195,"sector, country | firm-reported figure","sector, country",logit,
reported_given_available,rating,-0.001970224686364806,0.005110401359593123,0.6998430955362084,815,0.04143137626014881,"sector, country | firm-reported figure","sector, country",logit,
reported_given_available,ln_mcap,0.0598367645019978,0.1303552197756681,0.6462136807757528,815,0.04143137626014881,"sector, country | firm-reported figure","sector, country",logit,
reported_given_available,ln_assets,0.06075629954179512,0.1214343855383962,0.6168483372258096,815,0.04143137626014881,"sector, country | firm-reported figure","sector, country",logit,
reported_given_available,roa,0.502301123802903,0.988903280958816,0.6114971299355674,815,0.04143137626014881,"sector, country | firm-reported figure","sector, country",logit,
reported_given_available,leverage,1.2152918448321819,0.6791801682751489,0.07355827422425174,815,0.04143137626014881,"sector, country | firm-reported figure","sector, country",logit,
reported_given_available,firm_age,0.001013532465720194,0.0034839530816263577,0.7711167119814225,815,0.04143137626014881,"sector, country | firm-reported figure","sector, country",logit,
reported_given_available,free_float,-0.0013119016074776982,0.004292001229346274,0.7598620217820183,815,0.04143137626014881,"sector, country | firm-reported figure","sector, country",logit,
