RIC,Date,Revenue,Net Income Incl Extra Before Distributions,Total Assets,Total Debt,Enterprise Value (Daily Time Series),Company Market Cap,Full-Time Employees,Free Float (Percent),CO2 Equivalent Emissions Total,"CO2 Equivalent Emissions Direct, Scope 1","CO2 Equivalent Emissions Indirect, Scope 2","CO2 Equivalent Emissions Indirect, Scope 3",CO2 Estimation Method,Total CO2 Equivalent Emissions To Revenues USD in million,Energy Use Total,Water Withdrawal Total,Waste Total,Waste Recycled Total,Hazardous Waste,Non-Hazardous Waste,Environmental Pillar Score,Emissions Score,Resource Use Score,Environmental Innovation Score,ESG Score,ESG Combined Score,ESG Reporting Scope,GRI Report Guidelines,ESG Period Last Update Date
SYN0003.X,2024-12-31,702481683.0904675,-71505040.02109501,4106270014.9275603,1885058774.8208253,1691984614.0831647,1663693337.6645727,1254.0,53.89143042446479,502.16741699390604,256.39977895384595,245.76763804006006,48009.93452584906,,0.7148477021987143,112480.22156953362,135603.49727797092,217.34332750335054,152.8423066298193,4.233157212893625,213.11017029045692,75.22585610230257,0.0,86.0667240480098,37.9591318236927,67.94128917258321,67.94128917258321,100.0,,2024-11-30
SYN0003.X,2023-12-31,654234514.184409,-66593999.8807246,3824247141.231394,1755590987.5519643,1575777359.9623342,1549429157.6833138,1254.0,53.89143042446479,575.100432329589,295.48345773091853,279.6169745986705,54982.727209213015,,0.879043248041612,128816.45017990434,215752.12421778083,248.90950185373174,187.7308387496171,6.949245173664896,241.96025668006683,75.22585610230257,0.0,86.0667240480098,37.9591318236927,67.94128917258321,67.94128917258321,100.0,,2023-11-30
SYN0003.X,2022-12-31,637695707.6737942,-64910528.1975343,3727571588.128779,1711210296.7975216,1535942291.198477,1510260161.7266037,1254.0,53.89143042446479,553.984741931923,387.9468772910433,166.03786464087977,52963.95243579448,Reported,0.8687289803984498,124086.75754325134,88617.57678533037,239.77040947487487,124.79164681790411,11.17873191403992,228.59167756083494,,,,,,,,,
SYN0003.X,2021-12-31,616145496.168255,-62716949.66978187,3601602485.3740444,1653381863.2943957,1484036843.447586,1459222612.74839,1254.0,53.89143042446479,644.900531029247,230.228993094165,414.671537935082,61655.99603363984,,1.046669228355667,144450.9384035959,313915.1872248815,279.11971700918866,111.78136219515427,43.09466087613689,236.02505613305178,75.22585610230257,0.0,86.0667240480098,37.9591318236927,67.94128917258321,67.94128917258321,100.0,,2021-11-30
SYN0004.X,2025-09-30,892116816.3541882,313932060.93535995,5308303908.428283,861220625.2948911,1683151748.0024803,1799150960.6895447,3503.0,66.26778271812012,2202.4015065979106,322.3665389960416,1880.034967601869,342696.783516872,,2.468736679125117,,,502.1740047695637,498.7659640386109,79.10195001928169,423.072054750282,57.591535818746806,54.34240072815651,47.60341187191938,40.37411797343022,36.624481513136935,36.624481513136935,100.0,,2025-11-30
SYN0004.X,2024-09-30,834823980.2802014,293770958.963264,4967398121.112936,805911980.5030559,1575057678.4611828,1683607279.4434133,3503.0,66.26778271812012,1960.031337843926,698.502375662972,1261.5289621809538,304983.64310918335,Reported,2.347837848627753,,,446.91069428088076,231.76571107301382,51.439790467570646,395.4709038133101,57.591535818746806,54.34240072815651,47.60341187191938,40.37411797343022,36.624481513136935,36.624481513136935,100.0,,2024-11-30
SYN0004.X,2023-09-30,808793569.5691547,284610969.67519253,4812511083.471238,780783066.6901029,1525946249.9057033,1631111196.442407,3503.0,66.26778271812012,2628.495847125213,1445.0610521285585,1183.4347949966545,408997.6644125679,Energy,3.249897064000417,,,599.3286338193642,380.9709381698032,17.200765030383348,582.1278687889809,57.591535818746806,54.34240072815651,47.60341187191938,40.37411797343022,36.624481513136935,36.624481513136935,100.0,,2023-11-30
SYN0004.X,2022-09-30,780689627.2749714,274721313.5639253,4645286047.480853,753652432.7729424,1472922701.048582,1574433378.1894338,3503.0,66.26778271812012,2747.43947874468,1488.7481532751917,1258.6913254694882,427505.46140312316,,3.51924680789564,,,626.4492109045343,559.039466101344,123.8216567780445,502.6275541264898,57.591535818746806,54.34240072815651,47.60341187191938,40.37411797343022,36.624481513136935,36.624481513136935,100.0,,2022-11-30
SYN0004.X,2021-09-30,738397484.168207,259838890.76515087,4393637895.093247,712824970.1987946,1393130354.0240867,1489141913.545699,3503.0,66.26778271812012,0.0,0.0,0.0,406308.06761964166,Reported,0.0,,,595.3874074709335,372.3726196779864,14.507106577274454,580.880300893659,57.591535818746806,54.34240072815651,47.60341187191938,40.37411797343022,36.624481513136935,36.624481513136935,100.0,,2021-11-30
SYN0005.X,2025-09-30,3794058997.6113577,565887612.1646477,1844340526.8901467,36936154.44955019,1298252737.7300344,1183374640.630057,33222.0,37.7323986850356,146750.99163993582,93429.4411771295,53321.55046280631,4491273.184167469,CO2,38.67915383823142,558486.7710416337,323508.9097611367,4983.5680550860025,4035.7402941130827,928.7548087615011,4054.8132463245015,72.12965576820879,62.518479102424386,86.469756809079,67.94704844784371,76.56920132123759,76.56920132123759,,,2025-11-30
SYN0005.X,2024-09-30,3557547213.222621,530611648.08480495,1729369128.366856,34633650.50777675,1217323033.7424567,1109606138.8666418,33222.0,37.7323986850356,170791.49696018227,86982.95878273148,83808.53817745078,5227026.146870281,,48.00821653902099,649977.1524044804,587574.8220535382,5799.967951286103,4935.08290205095,280.6420522438573,5519.3258990422455,72.12965576820879,62.518479102424386,86.469756809079,67.94704844784371,76.56920132123759,76.56920132123759,,,2024-11-30
SYN0005.X,2023-09-30,3370184988.914123,502666388.98616046,1638289958.6127748,32809630.359585367,1153211347.3377814,1051167483.85408,33222.0,37.7323986850356,0.0,0.0,0.0,5409532.139513418,Reported,0.0,672671.6486747863,730768.3920922719,6002.478686550294,3705.8939638786705,2655.74917394714,3346.7295126031536,72.12965576820879,62.518479102424386,86.469756809079,67.94704844784371,76.56920132123759,76.56920132123759,,,2023-11-30
SYN0005.X,2022-09-30,3334246609.2288833,497306144.4886578,1620819853.3334465,32459760.854773685,1140913937.1379616,1039958230.8689202,33222.0,37.7323986850356,175629.40372860988,107874.75999643983,67754.64373217005,5375088.934683349,,52.67438924358027,668388.6595398388,687569.709287717,5964.260112825807,4611.836005372999,43.59663526314026,5920.663477562666,,,,,,,,,
SYN0005.X,,,458201370.0739123,1493369598.7287786,29907345.92917958,1051200221.2853383,958182985.4399662,33222.0,37.7323986850356,166902.44648051081,108068.97163863895,58833.47484187186,5108002.841228312,,,635176.6851603561,1093733.5301069724,5667.898331050343,2467.707959628785,1385.028238902433,4282.870092147909,,,,,,,,,
SYN0006.X,2026-12-31,1036612118.3295951,254895072.51013923,2222878376.9491863,54028902.50227654,1341585016.4096236,628554351.4749585,3380.0,0.0,2178.983258989212,1196.9078120515255,982.0754469376865,,Reported,2.1020237178979184,329851.2039478805,272717.1210744401,,,,,34.47232459862606,67.99593325889441,9.603421950120953,44.948582444995225,70.9430983965868,70.9430983965868,43.71249540835743,TRUE,2026-11-30
SYN0006.X,2025-12-31,1005581777.6211864,247264946.63660657,2156337891.679501,52411580.822255455,1301425501.1846142,609738966.8820693,3380.0,0.0,2847.8569346860513,2494.9562073468283,352.90072733922324,,Reported,2.8320490665840907,431104.2935746415,220503.28310090365,,,,,34.47232459862606,67.99593325889441,9.603421950120953,44.948582444995225,70.9430983965868,70.9430983965868,43.71249540835743,TRUE,2025-11-30
SYN0006.X,,,236946007.63337433,2066348916.3828912,50224324.14505784,1247114000.3162305,584293147.3563575,3380.0,0.0,2906.7495352330857,2009.6832688700736,897.0662663630121,,Reported,,440019.36674646207,154845.420640429,,,,,,,,,,,,,
SYN0006.X,2023-12-31,882782334.6205424,217069493.22217754,1893010633.854849,46011193.42961442,1142498270.9892116,535278980.459053,3380.0,0.0,2638.59925464375,617.4997720613172,2021.0994825824328,,,2.9889579244672277,399427.1811358281,486863.39373400446,,,,,34.47232459862606,67.99593325889441,9.603421950120953,44.948582444995225,70.9430983965868,70.9430983965868,43.71249540835743,TRUE,2023-11-30
SYN0006.X,2022-12-31,849076526.1510017,208781490.08007577,1820732959.785916,44254424.61767371,1098876161.2249777,514841314.1334359,3380.0,0.0,2852.4684003988104,2064.815180608647,787.6532197901635,,,3.3594950661626477,431802.37030884443,685182.9179661849,,,,,34.47232459862606,67.99593325889441,9.603421950120953,44.948582444995225,70.9430983965868,70.9430983965868,43.71249540835743,TRUE,2022-11-30
SYN0007.X,,,-430905732.84722525,6703884571.804599,2415053595.922059,10596869397.422247,4855186299.073186,709.0,31.77995280293203,260.15324368530975,132.6184509027948,127.53479278251496,820.9802666241472,Reported,,9873.095718479879,22099.29637889206,157.10685975044663,134.96838509689047,3.6588971048459165,153.4479626456007,35.1905828895839,39.453727783727636,47.41219973468398,51.32714279232246,57.26773739380284,57.26773739380284,100.0,TRUE,2026-11-30
SYN0007.X,2025-12-31,155008979.7436409,-426473064.96169454,6634922635.156894,2390210272.4282064,10487860862.412176,4805241666.765867,709.0,31.77995280293203,277.4122090787101,123.2418678978289,154.1703411808812,875.4453573130427,,1.789652506180634,10528.092038791356,7819.69732776727,167.52956990807465,125.35538557486433,25.15758633988796,142.3719835681867,35.1905828895839,39.453727783727636,47.41219973468398,51.32714279232246,57.26773739380284,57.26773739380284,100.0,TRUE,2025-11-30
SYN0007.X,2024-12-31,142699675.09092075,-392606724.4988726,6108041649.304037,2200403033.673143,9655017018.627909,4423656137.308227,709.0,31.77995280293203,327.9486758842584,166.79437409688418,161.15430178737424,1034.9261364281726,Reported,2.298173949417241,12446.005369322453,5609.362176558495,198.0486035754251,155.35629237935052,6.304791797622187,191.7438117778029,35.1905828895839,39.453727783727636,47.41219973468398,51.32714279232246,57.26773739380284,57.26773739380284,100.0,TRUE,2024-11-30
SYN0007.X,2023-12-31,135648419.5684211,-373206748.0621406,5806223425.9347725,2091673956.0979695,9177931194.64792,4205068885.8098607,709.0,31.77995280293203,293.58708067060854,38.94997154550733,254.6371091251012,926.4893120376325,CO2,2.164323636093107,11141.945832035266,24021.36990389316,177.29759450262395,166.0972404886512,18.77263684429468,158.52495765832927,35.1905828895839,39.453727783727636,47.41219973468398,51.32714279232246,57.26773739380284,57.26773739380284,100.0,TRUE,2023-11-30
SYN0007.X,2022-12-31,131295176.10783722,-361229757.54049426,5619889488.24455,2024547733.7650642,8883392053.816744,4070119369.356239,709.0,31.77995280293203,279.1250121269003,156.29158269206235,122.83342943483794,880.8505465132927,Energy,2.125935014532791,10593.09475873492,18194.430949031776,168.56393374863342,100.61579216794911,16.230651088133484,152.33328266049995,35.1905828895839,39.453727783727636,47.41219973468398,51.32714279232246,57.26773739380284,57.26773739380284,100.0,TRUE,2022-11-30
SYN0008.X,2025-12-31,746609037.1890388,-112070174.3684255,4140139684.825199,1590706825.4059303,2335685988.608884,2148927101.4439697,5511.0,96.90742151859074,5372.637290138553,4332.158038025699,1040.4792521128534,67451.83140399896,,7.196051778808324,243109.54931476942,112151.42898288515,813.4199368463326,767.3090059967193,111.05107517952734,702.3688616668053,56.36814739696629,45.0335444742625,75.02690387981198,62.9284054807997,49.20738118330194,49.20738118330194,61.6466455079677,,2025-11-30
SYN0008.X,2024-12-31,690169781.0079492,-103598327.70386735,3827169451.8675437,1470458736.3041623,2159121852.2223315,1986480839.5429456,5511.0,96.90742151859074,6515.013025317339,4427.0539770399955,2087.9590482773433,81794.01222285558,,9.43972512937697,294801.56482402433,200356.0775643267,986.3761868558971,405.9640041796674,61.580055566483274,924.7961312894139,56.36814739696629,45.0335444742625,75.02690387981198,62.9284054807997,49.20738118330194,49.20738118330194,61.6466455079677,,2024-11-30
SYN0008.X,2023-12-31,650639721.2842208,-97664645.59534122,3607965074.671825,1386236964.6953118,2035456316.4109728,1872703464.1955445,5511.0,96.90742151859074,4884.671666722431,1785.4898823457704,3099.1817843766603,61325.57102494356,,7.507490715570139,221029.31266683177,110461.18009241158,739.5417006752684,604.9337372431096,28.27884580537577,711.2628548698926,56.36814739696629,45.0335444742625,75.02690387981198,62.9284054807997,49.20738118330194,49.20738118330194,61.6466455079677,,2023-11-30
SYN0008.X,2022-12-31,627314448.3863492,-94163392.23428163,3478620420.1422753,1336540712.76834,1962485711.4834533,1805567508.7193968,5511.0,96.90742151859074,6709.017117637291,5515.394972431692,1193.6221452056002,84229.67475136287,,10.694823202135709,303580.1673802949,89577.40328715304,1015.7485021641498,511.78815524436396,43.018659478941686,972.7298426852082,56.36814739696629,45.0335444742625,75.02690387981198,62.9284054807997,49.20738118330194,49.20738118330194,61.6466455079677,,2022-11-30
SYN0008.X,2021-12-31,578694407.8072162,-86865253.3770048,3209009754.5155296,1232952051.8382177,1810383149.2457514,1665626900.3560529,5511.0,96.90742151859074,6445.731454652315,5004.588127704111,1441.1433269482043,80924.20311951652,Reported,11.138402873247772,291666.60325661895,234490.39125712225,975.8869228703311,809.5174836911317,0.6155224889597545,975.2714003813713,56.36814739696629,45.0335444742625,75.02690387981198,62.9284054807997,49.20738118330194,49.20738118330194,61.6466455079677,,2021-11-30
SYN0009.X,,,309721580.4727424,2455187298.9340515,348584970.92588305,2924930013.8181725,1677240058.0071404,2158.0,61.87218799776495,60357.534880961524,55490.298540400254,4867.236340561271,,Reported,,,,3082.4561763998404,384.4170508235417,287.849752999795,2794.6064234000455,25.520070556682334,36.88628687901415,8.125178634759216,14.06101589652242,40.48477217677874,38.00993718789529,100.0,TRUE,2025-11-30
SYN0009.X,2024-12-31,3038181587.491582,300252481.8215497,2380125010.0703673,337927704.2511419,2835506310.095609,1625961901.8426254,2158.0,61.87218799776495,62061.507022716934,52988.44598431501,9073.061038401927,,Reported,20.427188183296465,,,3169.477945316118,1977.7384110518385,19.248448398102475,3150.2294969180157,25.520070556682334,36.88628687901415,8.125178634759216,14.06101589652242,40.48477217677874,38.00993718789529,100.0,TRUE,2024-11-30
SYN0009.X,2023-12-31,3018217698.295081,298279522.9626262,2364485210.2076817,335707181.53061956,2816874200.012464,1615277707.263947,2158.0,61.87218799776495,70469.16226573462,40827.4448024762,29641.717463258417,,,23.347938853297748,,,3598.8564625798354,1204.1335698067032,196.0790235782224,3402.777439001613,25.520070556682334,36.88628687901415,8.125178634759216,14.06101589652242,40.48477217677874,38.00993718789529,100.0,TRUE,2023-11-30
SYN0009.X,,,285641187.94084245,2264300135.671399,321483007.5502476,2697521052.6680603,1546837136.4367685,2158.0,61.87218799776495,67108.43441690512,24503.043709744696,42605.390707160426,,Reported,,,,3427.2242656179437,2261.5791026131246,552.9070120322424,2874.317253585701,25.520070556682334,36.88628687901415,8.125178634759216,14.06101589652242,40.48477217677874,38.00993718789529,100.0,TRUE,2022-11-30
SYN0009.X,2021-12-31,2669159295.2092032,263783345.2954669,2091031299.9541283,296882476.22333443,2491101274.3200674,1428470023.5914724,2158.0,61.87218799776495,66443.24946355843,34960.16702058396,31483.082442974468,,,24.892950219500012,,,3393.2533045451364,2109.4649403142535,730.9759870443645,2662.277317500772,25.520070556682334,36.88628687901415,8.125178634759216,14.06101589652242,40.48477217677874,38.00993718789529,100.0,TRUE,2021-11-30
SYN0010.X,2025-12-31,1798333832.6910906,71872769.40423784,1958265243.7917135,854848792.7328026,3376934581.848845,2935154093.249608,1606.0,79.24854797644468,85515.28108025689,31969.804299720745,53545.47678053614,11546.017116188139,Reported,47.55250639548319,1684906.6058647304,2961040.7338316333,3992.224355447039,1084.4936862607979,86.52194395437604,3905.702411492663,56.741261290733966,100.0,77.60751300348377,30.152855447461626,55.58062026314183,55.58062026314183,100.0,TRUE,2025-11-30
SYN0010.X,2024-12-31,1801096143.900696,71983168.79337329,1961273215.913448,856161873.9637495,3382121685.644577,2939662604.909854,1606.0,79.24854797644468,74999.56631501371,47786.126179695064,27213.440135318648,10126.21680524136,Reported,41.64106761818088,1477715.5980176183,7518099.748660017,3501.305164509244,2757.9606880497554,255.102196136804,3246.20296837244,56.741261290733966,100.0,77.60751300348377,30.152855447461626,55.58062026314183,55.58062026314183,100.0,TRUE,2024-11-30
SYN0010.X,2023-12-31,1672778798.6157215,66854797.85324032,1821544210.720256,795165452.8824692,3141165711.3606286,2730229198.0520673,1606.0,79.24854797644468,0.0,0.0,0.0,9933.884571049226,,0.0,1449648.6162480612,1689230.2775939088,3434.803147237606,548.4605869433902,122.56839034949948,3312.2347568881064,,,,,,,,,
SYN0010.X,,,64948396.06371278,1769601863.2070131,772490867.1979334,3051593621.9125977,2652375192.115012,1606.0,79.24854797644468,91177.40015947042,28879.47204598462,62297.9281134858,12310.499475091223,Reported,,1796467.273376378,1925160.7943043343,4256.556640927844,2829.8312394602294,259.7313469350105,3996.825293992833,56.741261290733966,100.0,77.60751300348377,30.152855447461626,55.58062026314183,55.58062026314183,100.0,TRUE,2022-11-30
SYN0010.X,2021-12-31,1525788755.725271,60980148.07168382,1661481886.9496577,725292852.7987511,2865145903.469113,2490319111.1627927,1606.0,79.24854797644468,94808.0326822001,84835.15588383484,9972.876798365247,12800.69660384397,,62.13706342142618,1868001.5844812368,3194535.053333332,4426.050319716275,2780.9272907921722,24.223700096998282,4401.826619619277,56.741261290733966,100.0,77.60751300348377,30.152855447461626,55.58062026314183,55.58062026314183,100.0,TRUE,2021-11-30
SYN0011.X,2025-12-31,411991987.92722195,-2511442.389612672,571081876.7326791,104322712.36612442,1454570172.9292321,2355745962.9055486,1155.0,100.0,356.8918021536021,303.9905403364375,52.901261817164595,33950.62533637393,Median,0.8662590841855079,141869.4619487489,236833.65079051643,175.94982541633183,31.28941658248363,18.94110436452618,157.00872105180565,48.54023785923779,80.29335839151724,64.79908615555789,41.73959453161879,59.63503201277319,43.977573454617726,100.0,TRUE,2025-11-30
SYN0011.X,2024-12-31,393863500.09009886,-2400933.8017083574,545953109.2815542,99732300.22782074,1390566118.3337634,2252088335.3610315,1155.0,100.0,375.5289829886019,213.10552830049582,162.4234546881061,35723.5546668801,,0.9534495654019659,149278.00089906357,184059.57140672585,185.13806872812268,109.71095276509222,11.675594344564383,173.4624743835583,,,,,,,,,
SYN0011.X,2023-12-31,369527822.58939266,-2252587.1011749157,512220258.19242203,93570132.13102414,1304647091.586075,2112938362.2868295,1155.0,100.0,393.813731574186,259.01734267495107,134.79638889923493,37462.957603156516,Reported,1.065721462634707,156546.443121753,91803.63530499568,194.15256080107423,156.17214005921667,8.709248559067005,185.44331224200724,48.54023785923779,80.29335839151724,64.79908615555789,41.73959453161879,59.63503201277319,43.977573454617726,100.0,TRUE,2023-11-30
SYN0011.X,2022-12-31,350681460.33301324,-2137702.456697245,486096410.53920424,88797943.14086503,1238108524.7943556,2005175971.0221622,1155.0,100.0,392.6396692420479,308.3750376440896,84.26463159795827,37351.27067137652,Reported,1.119647639396706,156079.7369930338,221456.02308996939,193.5737409427277,172.7810886199638,42.23099554689588,151.34274539583183,48.54023785923779,80.29335839151724,64.79908615555789,41.73959453161879,59.63503201277319,43.977573454617726,100.0,TRUE,2022-11-30
SYN0011.X,2021-12-31,331351583.21874356,-2019870.3769642862,459302339.72494555,83903320.74684724,1169862870.7022405,1894648870.2295003,1155.0,100.0,458.7330450517403,103.93391420242683,354.7991308493135,43638.64243444457,Energy,1.3844299175987496,182352.77438956645,221977.46386215222,226.15817651876918,184.6518231811803,12.536970700041438,213.62120581872773,48.54023785923779,80.29335839151724,64.79908615555789,41.73959453161879,59.63503201277319,43.977573454617726,100.0,TRUE,2021-11-30
SYN0012.X,2025-12-31,244825374153.1909,5140319312.44286,65533072320.3712,8132415189.432889,45369456968.910645,23929673058.726345,148860.0,69.82028119157296,767936.5770489938,223493.01881458223,544443.5582344115,26030543.45716065,Reported,3.1366706972476,2903558.294164259,1874426.4488648747,12868.932350272498,7213.738717909982,1436.1162290450618,11432.816121227437,87.56581444180998,96.86423392796792,70.63164906242957,81.25073708377055,68.42962935314574,68.42962935314574,64.98518314597521,,2025-11-30
SYN0012.X,2024-12-31,236407849273.62988,4963586137.415414,63279930591.90953,7852808521.109621,43809575628.46994,23106929015.024597,148860.0,69.82028119157296,780431.8628701423,318484.5478707947,461947.3149993476,26454092.862538565,CO2,3.301209605637217,2950802.8087091553,6330657.320260855,13078.325928772954,6821.315159224405,1857.728258552289,11220.597670220664,87.56581444180998,96.86423392796792,70.63164906242957,81.25073708377055,68.42962935314574,68.42962935314574,64.98518314597521,,2024-11-30
